"t","i","forestry","pasture"
"y2145","BRA",5.23514390563165,0.0704110362049254
"y2145","CAN",1.38065517103398,0.172581896379248
"y2145","CHA",6.2174925098221,0.0643235350833959
"y2145","DEA",1.22484455612105,0.153105569515131
"y2145","EUR",2.78072359621795,0.132009609541561
"y2145","IND",2.19044042929672,0.0544370969386247
"y2145","MEA",0.332192100182855,0.0415240125228569
"y2145","NEU",0.418370990104988,0.0522963737631235
"y2145","REF",0.774028449212997,0.0621437054840904
"y2145","RUS",1.56875356246622,0.0337587666687472
"y2145","SAF",0.383684677718232,0.047960584714779
"y2145","SAS",1.43213635272017,0.179017044090021
"y2145","SCO",1.04275950541416,0.0267810367035771
"y2145","SEA",3.86326040939876,0.0647703897556264
"y2145","TAF",0.468446391325513,0.047960584714779
"y2145","TLA",2.5539340177999,0.0267810367035771
"y2145","USA",2.7366680750064,0.0635178445774245
"y2150","ANZ",6.02174321094264,0.110541221701858
"y2150","BRA",5.23514390563165,0.0704110362049254
"y2150","CAN",1.38065517103398,0.172581896379248
"y2150","CHA",6.2174925098221,0.0643235350833959
"y2150","DEA",1.22484455612105,0.153105569515131
"y2150","EUR",2.78072359621795,0.132009609541561
"y2150","IND",2.19044042929672,0.0544370969386247
"y2150","MEA",0.332192100182855,0.0415240125228569
"y2150","NEU",0.418370990104988,0.0522963737631235
"y2150","REF",0.774028449212997,0.0621437054840904
"y2150","RUS",1.56875356246622,0.0337587666687472
"y2150","SAF",0.383684677718232,0.047960584714779
"y2150","SAS",1.43213635272017,0.179017044090021
"y2150","SCO",1.04275950541416,0.0267810367035771
"y2150","SEA",3.86326040939876,0.0647703897556264
"y2150","TAF",0.468446391325513,0.047960584714779
"y2150","TLA",2.5539340177999,0.0267810367035771
"y2150","USA",2.7366680750064,0.0635178445774245
